canto,stanza_num,stanza_lines,stanza_chars,line,line_num,line_chars
Canto V,1,16,582,Dizendo:- «Boa viagem!»; logo o vento,7,37
Canto V,1,16,582,Nos troncos fez o usado movimento.,8,34
Canto V,1,16,582,«Entrava neste tempo o eterno lume,9,34
Canto V,1,16,582,No animal Nemeio truculento;,10,28
Canto V,1,16,582,"E o Mundo, que co tempo se consume,",11,35
Canto V,1,16,582,"Na sexta idade andava, enfermo e lento.",12,39
Canto V,1,16,582,"Nela vê, como tinha por costume,",13,32
Canto V,1,16,582,"Cursos do Sol catorze vezes cento,",14,34
Canto V,1,16,582,"Com mais noventa e sete, em que corria,",15,39
Canto V,1,16,582,Quando no mar a armada se estendia.,16,35
Canto V,2,44,1631,"«Já a vista, pouco e pouco, se desterra",1,39
Canto V,2,44,1631,"Daqueles pátrios montes, que ficavam;",2,37
Canto V,2,44,1631,Ficava o caro Tejo e a fresca serra,3,35
Canto V,2,44,1631,"De Sintra, e nela os olhos se alongavam;",4,40
Canto V,2,44,1631,Ficava-nos também na amada terra,5,32
Canto V,2,44,1631,"O coração, que as mágoas lá deixavam;",6,37
Canto V,2,44,1631,"E, já despois que toda se escondeu,",7,35
Canto V,2,44,1631,"Não vimos mais, enfim, que mar e céu.",8,37
Canto V,2,44,1631,"«Assi fomos abrindo aqueles mares,",9,34
Canto V,2,44,1631,"Que geração algüa não abriu,",10,28
Canto V,2,44,1631,As novas Ilhas vendo e os novos ares,11,36
Canto V,2,44,1631,Que o generoso Henrique descobriu;,12,34
Canto V,2,44,1631,"De Mauritânia os montes e lugares,",13,34
Canto V,2,44,1631,"Terra que Anteu num tempo possuiu,",14,34
Canto V,2,44,1631,"Deixando à mão esquerda, que à direita",15,38
Canto V,2,44,1631,"Não há certeza doutra, mas suspeita.",16,36
Canto V,2,44,1631,"«Passámos a grande Ilha da Madeira,",17,35
Canto V,2,44,1631,Que do muito arvoredo assi se chama;,18,36
Canto V,2,44,1631,"Das que nós povoámos a primeira,",19,32
Canto V,2,44,1631,Mais célebre por nome que por fama.,20,35
Canto V,2,44,1631,"Mas, nem por ser do mundo a derradeira,",21,39
Canto V,2,44,1631,Se lhe aventajam quantas Vénus ama;,22,35
Canto V,2,44,1631,"Antes, sendo esta sua, se esquecera",23,35
Canto V,2,44,1631,"De Cipro, Gnido, Pafos e Citera.",24,32
Canto V,2,44,1631,"«Deixámos de Massília a estéril costa,",25,38
Canto V,2,44,1631,"Onde seu gado os Azenegues pastam,",26,34
Canto V,2,44,1631,"Gente que as frescas águas nunca gosta,",27,39
Canto V,2,44,1631,Nem as ervas do campo bem lhe abastam;,28,38
Canto V,2,44,1631,"A terra a nenhum fruto, enfim, disposta,",29,40
Canto V,2,44,1631,"Onde as aves no ventre o ferro gastam,",30,38
Canto V,2,44,1631,"Padecendo de tudo extrema inópia,",31,33
Canto V,2,44,1631,Que aparta a Barbaria de Etiópia.,32,33
Canto V,2,44,1631,«Passámos o limite aonde chega,33,30
Canto V,2,44,1631,"O Sol, que pera o Norte os carros guia;",34,39
Canto V,2,44,1631,Onde jazem os povos a quem nega,35,31
Canto V,2,44,1631,O filho de Climene a cor do dia.,36,32
Canto V,2,44,1631,Aqui gentes estranhas lava e rega,37,33
Canto V,2,44,1631,"Do negro Sanagá a corrente fria,",38,32
Canto V,2,44,1631,"Onde o Cabo Arsinário o nome perde,",39,35
Canto V,2,44,1631,Chamando-se dos nossos Cabo Verde.,40,34
Canto V,2,44,1631,"«Passadas tendo já as Canárias ilhas,",41,37
Canto V,2,44,1631,"Que tiveram por nome Fortunadas,",42,32
Canto V,2,44,1631,"Entrámos, navegando, polas filhas",43,33
Canto V,2,44,1631,"Do velho Hespério, Hespéridas chamadas;",44,39
Canto V,3,44,1577,Terras por onde novas maravilhas,1,32
Canto V,3,44,1577,Andaram vendo já nossas armadas.,2,32
Canto V,3,44,1577,"Ali tomámos porto com bom vento,",3,32
Canto V,3,44,1577,Por tomarmos da terra mantimento.,4,33
Canto V,3,44,1577,«Àquela ilha aportámos que tomou,5,32
Canto V,3,44,1577,"O nome do guerreiro Santiago,",6,29
Canto V,3,44,1577,Santo que os Espanhóis tanto ajudou,7,35
Canto V,3,44,1577,fazerem nos Mouros bravo estrago.,8,33
Canto V,3,44,1577,"Daqui, tanto que Bóreas nos ventou,",9,35
Canto V,3,44,1577,Tornámos a cortar o imenso lago,10,31
Canto V,3,44,1577,"Do salgado Oceano, e assi deixámos",11,34
Canto V,3,44,1577,A terra onde o refresco doce achámos.,12,37
Canto V,3,44,1577,«Por aqui rodeando a larga parte,13,32
Canto V,3,44,1577,"De África, que ficava ao Oriente",14,32
Canto V,3,44,1577,"(A província Jalofo, que reparte",15,32
Canto V,3,44,1577,Por diversas nações a negra gente;,16,34
Canto V,3,44,1577,"A mui grande Mandinga, por cuja arte",17,36
Canto V,3,44,1577,"Logramos o metal rico e luzente,",18,32
Canto V,3,44,1577,"Que do curvo Gambeia as águas bebe,",19,35
Canto V,3,44,1577,"As quais o largo Atlântico recebe),",20,35
Canto V,3,44,1577,"«As Dórcadas passámos, povoadas",21,31
Canto V,3,44,1577,"Das Irmãs que outro tempo ali viviam,",22,37
Canto V,3,44,1577,"Que, de vista total sendo privadas,",23,35
Canto V,3,44,1577,Todas três dum só olho se serviam.,24,34
Canto V,3,44,1577,"Tu só, tu, cujas tranças encrespadas",25,36
Canto V,3,44,1577,"Neptuno lá nas águas acendiam,",26,30
Canto V,3,44,1577,"Tornada já de todas a mais feia,",27,32
Canto V,3,44,1577,De bívoras encheste a ardente areia.,28,36
Canto V,3,44,1577,"«Sempre, enfim, pera o Austro a aguda proa,",29,43
Canto V,3,44,1577,"No grandíssimo gôlfão nos metemos,",30,34
Canto V,3,44,1577,"Deixando a Serra aspérrima Lioa,",31,32
Canto V,3,44,1577,Co Cabo a quem das Palmas nome demos.,32,37
Canto V,3,44,1577,"O grande rio, onde batendo soa",33,30
Canto V,3,44,1577,"O mar nas praias notas, que ali temos,",34,38
Canto V,3,44,1577,"Ficou, co a Ilha ilustre, que tomou",35,35
Canto V,3,44,1577,O nome dum que o lado a Deus tocou.,36,35
Canto V,3,44,1577,"«Ali o mui grande reino está de Congo,",37,38
Canto V,3,44,1577,"Por nós já convertido à fé de Cristo,",38,37
Canto V,3,44,1577,"Por onde o Zaire passa, Claro e longo,",39,38
Canto V,3,44,1577,Rio pelo antigos nunca visto.,40,29
Canto V,3,44,1577,"Por este largo mar, enfim, me alongo",41,36
Canto V,3,44,1577,"Do conhecido PóIo de Calisto,",42,29
Canto V,3,44,1577,Tendo o término ardente já passado,43,34
Canto V,3,44,1577,Onde o meio do Mundo é limitado.,44,32
Canto V,4,45,1677,"«Já descoberto tínhamos diante,",1,31
Canto V,4,45,1677,"Lá no novo Hemispério, nova estrela,",2,36
Canto V,4,45,1677,"Não vista de outra gente, que, ignorante,",3,41
Canto V,4,45,1677,Alguns tempos esteve incerta dela.,4,34
Canto V,4,45,1677,Vimos a parte menos rutilante,5,29
Canto V,4,45,1677,"E, por falta de estrelas, menos bela,",6,37
Canto V,4,45,1677,"Do Pólo fixo, onde inda se não sabe",7,35
Canto V,4,45,1677,Que outra terra comece ou mar acabe.,8,36
Canto V,4,45,1677,"«Assi, passando aquelas regiões",9,31
Canto V,4,45,1677,"Por onde duas vezes passa Apolo,",10,32
Canto V,4,45,1677,"Dous Invernos fazendo e dous Verões,",11,36
Canto V,4,45,1677,"Enquanto corre dum ao outro Pólo,",12,33
Canto V,4,45,1677,"Por calmas, por tormentas e opressões,",13,38
Canto V,4,45,1677,"Que sempre faz no mar o irado Eolo,",14,35
Canto V,4,45,1677,"Vimos as Ursas, a pesar de Juno,",15,32
Canto V,4,45,1677,Banharem-se nas águas de Neptuno.,16,33
Canto V,4,45,1677,«Contar-te longamente as perigosas,17,34
Canto V,4,45,1677,"Cousas do mar, que os homens não entendem,",18,42
Canto V,4,45,1677,"Súbitas trovoadas temerosas,",19,28
Canto V,4,45,1677,"Relâmpados que o ar em fogo acendem,",20,36
Canto V,4,45,1677,"Negros chuveiros, noites tenebrosas,",21,36
Canto V,4,45,1677,"Bramidos de trovões, que o mundo fendem,",22,40
Canto V,4,45,1677,"Não menos é trabalho que grande erro,",23,37
Canto V,4,45,1677,Ainda que tivesse a voz de ferro.,24,33
Canto V,4,45,1677,"«Os casos vi, que os rudos marinheiros,",25,39
Canto V,4,45,1677,"Que têm por mestra a longa experiência,",26,39
Canto V,4,45,1677,"Contam por certos sempre e verdadeiros,",27,39
Canto V,4,45,1677,"Julgando as cousas só pola aparência,",28,37
Canto V,4,45,1677,"E que os que têm juízos mais inteiros,",29,38
Canto V,4,45,1677,Que só por puro engenho e por ciência,30,37
Canto V,4,45,1677,"Vêm do mundo os segredos escondidos,",31,36
Canto V,4,45,1677,Julgam por falsos ou mal entendidos.,32,36
Canto V,4,45,1677,"«Vi, claramente visto, o lume vivo",33,34
Canto V,4,45,1677,"Que a marítima gente tem por santo,",34,35
Canto V,4,45,1677,"Em tempo de tormenta e vento esquivo,",35,37
Canto V,4,45,1677,De tempestade escura e triste pranto.,36,37
Canto V,4,45,1677,Não menos foi a todos excessivo,37,31
Canto V,4,45,1677,"Milagre, e cousa, certo, de alto espanto,",38,41
Canto V,4,45,1677,"Ver as nuvens, do mar com largo cano,",39,37
Canto V,4,45,1677,Sorver as altas águas do Oceano.,40,32
Canto V,4,45,1677,«Eu o vi certamente (e não presumo,41,34
Canto V,4,45,1677,Que a vista me enganava): levantar-se,42,37
Canto V,4,45,1677,No ar um vaporzinho e sutil fumo,43,32
Canto V,4,45,1677,"E, do vento trazido, rodear-se;",44,31
Canto V,4,45,1677,De aqui levado um cano ao Pólo sumo,45,35
Canto V,5,43,1628,"Se via, tão delgado, que enxergar-se",1,36
Canto V,5,43,1628,Dos olhos fàcilmente não podia;,2,31
Canto V,5,43,1628,Da matéria das nuvens parecia.,3,30
Canto V,5,43,1628,«Ia-se pouco e pouco acrecentando,4,33
Canto V,5,43,1628,E mais que um largo masto se engrossava;,5,40
Canto V,5,43,1628,"Aqui se estreita, aqui se alarga, quando",6,40
Canto V,5,43,1628,Os golpes grandes de água em si chupava;,7,40
Canto V,5,43,1628,Estava-se co as ondas ondeando;,8,31
Canto V,5,43,1628,"Em cima dele ua nuvem se espessava,",9,35
Canto V,5,43,1628,"Fazendo-se maior, mais carregada,",10,33
Canto V,5,43,1628,Co cargo grande d'água em si tomada.,11,36
Canto V,5,43,1628,«Qual roxa sangues[s]uga se veria,12,33
Canto V,5,43,1628,"Nos beiços da alimária (que, imprudente,",13,40
Canto V,5,43,1628,Bebendo a recolheu na fonte fria),14,33
Canto V,5,43,1628,Fartar co sangue alheio a sede ardente;,15,39
Canto V,5,43,1628,"Chupando, mais e mais se engrossa e cria,",16,41
Canto V,5,43,1628,Ali se enche e se alarga grandemente:,17,37
Canto V,5,43,1628,"Tal a grande coluna, enchendo, aumenta",18,38
Canto V,5,43,1628,A si e a nuvem negra que sustenta.,19,34
Canto V,5,43,1628,"«Mas, despois que de todo se fartou,",20,36
Canto V,5,43,1628,O pé que tem no mar a si recolhe,21,32
Canto V,5,43,1628,"E pelo céu, chovendo, enfim voou,",22,33
Canto V,5,43,1628,Por que co a água a jacente água molhe;,23,39
Canto V,5,43,1628,"Às ondas torna as ondas que tomou,",24,34
Canto V,5,43,1628,Mas o sabor do sal lhe tira e tolhe.,25,36
Canto V,5,43,1628,Vejam agora os sábios na escritura,26,34
Canto V,5,43,1628,Que segredos são estes de Natura!,27,33
Canto V,5,43,1628,"«Se os antigos Filósofos, que andaram",28,37
Canto V,5,43,1628,"Tantas terras, por ver segredos delas,",29,38
Canto V,5,43,1628,"As maravilhas que eu passei, passaram,",30,38
Canto V,5,43,1628,"A tão diversos ventos dando as velas,",31,37
Canto V,5,43,1628,Que grandes escrituras que deixaram!,32,36
Canto V,5,43,1628,Que influïção de sinos e de estrelas!,33,37
Canto V,5,43,1628,"Que estranhezas, que grandes qualidades!",34,40
Canto V,5,43,1628,"E tudo, sem mentir, puras verdades.",35,35
Canto V,5,43,1628,«Mas já o Planeta que no Céu primeiro,36,37
Canto V,5,43,1628,"Habita, cinco vezes, apressada,",37,31
Canto V,5,43,1628,"Agora meio rosto, agora inteiro,",38,32
Canto V,5,43,1628,"Mostrara, enquanto o mar cortava a armada,",39,42
Canto V,5,43,1628,"Quando da etérea gávea, um marinheiro,",40,38
Canto V,5,43,1628,Pronto co a vista: «Terra! Terra!» brada.,41,41
Canto V,5,43,1628,"Salta no bordo alvoroçada a gente,",42,34
Canto V,5,43,1628,Cos olhos no horizonte do Oriente.,43,34
Canto V,6,45,1644,«A maneira de nuvens se começam,1,31
Canto V,6,45,1644,A descobrir os montes que enxergamos;,2,37
Canto V,6,45,1644,As âncoras pesadas se adereçam;,3,31
Canto V,6,45,1644,"As velas, já chegados, amainamos.",4,33
Canto V,6,45,1644,"E, pera que mais certas se conheçam",5,35
Canto V,6,45,1644,"As partes tão remotas onde estamos,",6,35
Canto V,6,45,1644,"Pelo novo instrumento do Astrolábio,",7,36
Canto V,6,45,1644,"Invenção de sutil juízo e sábio,",8,32
Canto V,6,45,1644,«Desembarcamos logo na espaçosa,9,31
Canto V,6,45,1644,"Parte, por onde a gente se espalhou,",10,36
Canto V,6,45,1644,"De ver cousas estranhas desejosa,",11,33
Canto V,6,45,1644,Da terra que outro povo não pisou.,12,34
Canto V,6,45,1644,"Porém eu, cos pilotos, na arenosa",13,33
Canto V,6,45,1644,"Praia, por vermos em que parte estou,",14,37
Canto V,6,45,1644,Me detenho em tomar do Sol a altura,15,35
Canto V,6,45,1644,E compassar a universal pintura.,16,32
Canto V,6,45,1644,«Achámos ter de todo já passado,17,31
Canto V,6,45,1644,"Do Semícapro Pexe a grande meta,",18,32
Canto V,6,45,1644,Estando entre ele e o circulo gelado,19,36
Canto V,6,45,1644,"Austral, parte do mundo mais secreta.",20,37
Canto V,6,45,1644,"Eis, de meus companheiros rodeado,",21,34
Canto V,6,45,1644,"Vejo um estranho vir, de pele preta,",22,36
Canto V,6,45,1644,"Que tomaram per força, enquanto apanha",23,38
Canto V,6,45,1644,De mel os doces favos na montanha.,24,34
Canto V,6,45,1644,"«Torvado vem na vista, como aquele",25,34
Canto V,6,45,1644,Que não se vira nunca em tal extremo;,26,37
Canto V,6,45,1644,"Nem ele entende a nós, nem nós a ele,",27,37
Canto V,6,45,1644,Selvagem mais que o bruto Polifemo.,28,35
Canto V,6,45,1644,Começo-lhe a mostrar da rica pele,29,33
Canto V,6,45,1644,"De Colcos o gentil metal supremo,",30,33
Canto V,6,45,1644,"A prata fina, a quente especiaria:",31,34
Canto V,6,45,1644,A nada disto o bruto se movia.,32,30
Canto V,6,45,1644,«Mando mostrar-lhe peças mais somenos:,33,38
Canto V,6,45,1644,"Contas de cristalino transparente,",34,34
Canto V,6,45,1644,"Alguns soantes cascavéis pequenos,",35,34
Canto V,6,45,1644,"Um barrete vermelho, cor contente;",36,34
Canto V,6,45,1644,"Vi logo, por sinais e por acenos,",37,33
Canto V,6,45,1644,Que com isto se alegra grandemente.,38,35
Canto V,6,45,1644,Mando-o soltar com tudo e assi caminha,39,38
Canto V,6,45,1644,"Pera a povoação, que perto tinha.",40,33
Canto V,6,45,1644,"«Mas, logo ao outro dia, seus parceiros,",41,40
Canto V,6,45,1644,"Todos nus e da cor da escura treva,",42,35
Canto V,6,45,1644,"Decendo pelos ásperos outeiros,",43,31
Canto V,6,45,1644,As peças vêm buscar que estoutro leva.,44,38
Canto V,6,45,1644,Domésticos já tanto e companheiros se nos,45,41
Canto V,7,44,1632,"mostram, que fazem que se atreva",1,32
Canto V,7,44,1632,Fernão Veloso a ir ver da terra o trato,2,39
Canto V,7,44,1632,E partir-se co eles pelo mato.,3,30
Canto V,7,44,1632,«É Veloso no braço confiado,4,27
Canto V,7,44,1632,"E, de arrogante, crê que vai seguro;",5,36
Canto V,7,44,1632,"Mas, sendo um grande espaço já passado,",6,39
Canto V,7,44,1632,"Em que algum bom sinal saber procuro,",7,37
Canto V,7,44,1632,"Estando, a vista alçada, co cuidado",8,35
Canto V,7,44,1632,"No aventureiro, eis pelo monte duro",9,35
Canto V,7,44,1632,"Aparece e, segundo ao mar caminha,",10,34
Canto V,7,44,1632,"Mais apressado do que fora, vinha.",11,34
Canto V,7,44,1632,«O batel de Coelho foi depressa,12,31
Canto V,7,44,1632,"Polo tomar; mas, antes que chegasse,",13,36
Canto V,7,44,1632,Um Etíope ousado se arremessa,14,29
Canto V,7,44,1632,"A ele, por que não se lhe escapasse;",15,36
Canto V,7,44,1632,Outro e outro lhe saem; vê-se em pressa,16,39
Canto V,7,44,1632,"Veloso, sem que alguém lhe ali ajudasse;",17,40
Canto V,7,44,1632,"Acudo eu logo, e, enquanto o remo aperto,",18,41
Canto V,7,44,1632,"Se mostra um bando negro, descoberto.",19,37
Canto V,7,44,1632,«Da espessa nuvem setas e pedradas,20,34
Canto V,7,44,1632,"Chovem sobre nós outros, sem medida;",21,36
Canto V,7,44,1632,"E não foram ao vento em vão deitadas,",22,37
Canto V,7,44,1632,Que esta perna trouxe eu dali ferida.,23,37
Canto V,7,44,1632,"Mas nós, como pessoas magoadas,",24,31
Canto V,7,44,1632,A reposta lhe demos tão tecida,25,30
Canto V,7,44,1632,Que em mais que nos barretes se suspeita,26,40
Canto V,7,44,1632,Que a cor vermelha levam desta feita.,27,37
Canto V,7,44,1632,"«E, sendo já Veloso em salvamento,",28,34
Canto V,7,44,1632,"Logo nos recolhemos pera a armada,",29,34
Canto V,7,44,1632,Vendo a malícia feia e rudo intento,30,35
Canto V,7,44,1632,"Da gente bestial, bruta e malvada,",31,34
Canto V,7,44,1632,De quem nenhum milhor conhecimento,32,34
Canto V,7,44,1632,Pudemos ter da Índia desejada,33,29
Canto V,7,44,1632,Que estarmos inda muito longe dela.,34,35
Canto V,7,44,1632,E assi tornei a dar ao vento a vela.,35,36
Canto V,7,44,1632,«Disse então a Veloso um companheiro,36,36
Canto V,7,44,1632,(Começando-se todos a sorrir):,37,30
Canto V,7,44,1632,"- «Oulá, Veloso amigo! Aquele outeiro",38,37
Canto V,7,44,1632,É milhor de decer que de subir!»,39,32
Canto V,7,44,1632,"- «Si, é (responde o ousado aventureiro);",40,41
Canto V,7,44,1632,"Mas, quando eu pera cá vi tantos vir",41,36
Canto V,7,44,1632,"Daqueles cães, depressa um pouco vim,",42,37
Canto V,7,44,1632,Por me lembrar que estáveis cá sem mim.»,43,40
Canto V,7,44,1632,"«Contou então que, tanto que passaram",44,37
Canto V,8,45,1663,"Aquele monte os negros de quem falo,",1,36
Canto V,8,45,1663,"Avante mais passar o não deixaram,",2,34
Canto V,8,45,1663,"Querendo, se não torna, ali matá-lo;",3,36
Canto V,8,45,1663,"E tornando-se, logo se emboscaram,",4,34
Canto V,8,45,1663,"Por que, saindo nós pera tomá-lo,",5,33
Canto V,8,45,1663,"Nos pudessem mandar ao reino escuro,",6,36
Canto V,8,45,1663,Por nos roubarem mais a seu seguro.,7,35
Canto V,8,45,1663,«Porém já cinco Sóis eram passados,8,34
Canto V,8,45,1663,"Que dali nos partíramos, cortando",9,33
Canto V,8,45,1663,"Os mares nunca d'outrem navegados,",10,34
Canto V,8,45,1663,"Pròsperamente os ventos assoprando,",11,35
Canto V,8,45,1663,"Quando üa noute, estando descuidados",12,36
Canto V,8,45,1663,"Na cortadora proa vigiando,",13,27
Canto V,8,45,1663,"üa nuvem que os ares escurece,",14,30
Canto V,8,45,1663,Sobre nossas cabeças aparece.,15,29
Canto V,8,45,1663,"«Tão temerosa vinha e carregada,",16,32
Canto V,8,45,1663,Que pôs nos corações um grande medo;,17,36
Canto V,8,45,1663,"Bramindo, o negro mar de longe brada,",18,37
Canto V,8,45,1663,Como se desse em vão nalgum rochedo.,19,36
Canto V,8,45,1663,- «Ó Potestade (disse) sublimada:,20,33
Canto V,8,45,1663,Que ameaço divino ou que segredo,21,32
Canto V,8,45,1663,"Este clima e este mar nos apresenta,",22,36
Canto V,8,45,1663,Que mor cousa parece que tormenta?»,23,35
Canto V,8,45,1663,"«Não acabava, quando üa figura",24,30
Canto V,8,45,1663,"Se nos mostra no ar, robusta e válida,",25,38
Canto V,8,45,1663,De disforme e grandíssima estatura;,26,35
Canto V,8,45,1663,"O rosto carregado, a barba esquálida,",27,37
Canto V,8,45,1663,"Os olhos encovados, e a postura",28,31
Canto V,8,45,1663,Medonha e má e a cor terrena e pálida;,29,38
Canto V,8,45,1663,"Cheios de terra e crespos os cabelos,",30,37
Canto V,8,45,1663,"A boca negra, os dentes amarelos.",31,33
Canto V,8,45,1663,«Tão grande era de membros que bem posso,32,40
Canto V,8,45,1663,Certificar-te que este era o segundo,33,36
Canto V,8,45,1663,"De Rodes estranhíssimo Colosso,",34,31
Canto V,8,45,1663,Que um dos sete milagres foi do mundo.,35,38
Canto V,8,45,1663,"Cum tom de voz nos fala, horrendo e grosso,",36,43
Canto V,8,45,1663,Que pareceu sair do mar profundo.,37,33
Canto V,8,45,1663,"Arrepiam-se as carnes e o cabelo,",38,33
Canto V,8,45,1663,"A mi e a todos, só de ouvi-lo e vê-lo!",39,38
Canto V,8,45,1663,"«E disse: - «Ó gente ousada, mais que quantas",40,45
Canto V,8,45,1663,"No mundo cometeram grandes cousas,",41,34
Canto V,8,45,1663,"Tu, que por guerras cruas, tais e tantas,",42,41
Canto V,8,45,1663,"E por trabalhos vãos nunca repousas,",43,36
Canto V,8,45,1663,Pois os vedados términos quebrantas,44,35
Canto V,8,45,1663,"E navegar meus longos mares ousas,",45,34
Canto V,9,44,1592,"Que eu tanto tempo há já que guardo e tenho,",1,44
Canto V,9,44,1592,Nunca arados d'estranho ou próprio lenho;,2,41
Canto V,9,44,1592,«Pois vens ver os segredos escondidos,3,37
Canto V,9,44,1592,"Da natureza e do húmido elemento,",4,33
Canto V,9,44,1592,A nenhum grande humano concedidos,5,33
Canto V,9,44,1592,"De nobre ou de imortal merecimento,",6,35
Canto V,9,44,1592,Ouve os danos de mi que apercebidos,7,35
Canto V,9,44,1592,"Estão a teu sobejo atrevimento,",8,31
Canto V,9,44,1592,Por todo o largo mar e pola terra,9,33
Canto V,9,44,1592,Que inda hás-de sojugar com dura guerra.,10,40
Canto V,9,44,1592,«Sabe que quantas naus esta viagem,11,34
Canto V,9,44,1592,"Que tu fazes, fizerem, de atrevidas,",12,36
Canto V,9,44,1592,"Inimiga terão esta paragem,",13,27
Canto V,9,44,1592,Com ventos e tormentas desmedidas;,14,34
Canto V,9,44,1592,E da primeira armada que passagem,15,33
Canto V,9,44,1592,"Fizer por estas ondas insofridas,",16,33
Canto V,9,44,1592,Eu farei de improviso tal castigo,17,33
Canto V,9,44,1592,Que seja mor o dano que o perigo!,18,33
Canto V,9,44,1592,"«Aqui espero tomar, se não me engano,",19,37
Canto V,9,44,1592,De quem me descobriu suma vingança;,20,35
Canto V,9,44,1592,E não se acabará só nisto o dano,21,32
Canto V,9,44,1592,De vossa pertinace confiança:,22,29
Canto V,9,44,1592,"Antes, em vossas naus vereis, cada ano,",23,39
Canto V,9,44,1592,"Se é verdade o que meu juízo alcança,",24,37
Canto V,9,44,1592,"Naufrágios, perdições de toda sorte,",25,36
Canto V,9,44,1592,Que o menor mal de todos seja a morte!,26,38
Canto V,9,44,1592,"«E do primeiro Ilustre, que a ventura",27,37
Canto V,9,44,1592,"Com fama alta fizer tocar os Céus,",28,34
Canto V,9,44,1592,"Serei eterna e nova sepultura,",29,30
Canto V,9,44,1592,Por juízos incógnitos de Deus.,30,30
Canto V,9,44,1592,Aqui porá da Turca armada dura,31,30
Canto V,9,44,1592,Os soberbos e prósperos troféus;,32,32
Canto V,9,44,1592,Comigo de seus danos o ameaça,33,29
Canto V,9,44,1592,A destruída Quíloa com Mombaça.,34,31
Canto V,9,44,1592,"«Outro também virá, de honrada fama,",35,36
Canto V,9,44,1592,"Liberal, cavaleiro, enamorado,",36,30
Canto V,9,44,1592,E consigo trará a fermosa dama,37,30
Canto V,9,44,1592,Que Amor por grão mercê lhe terá dado.,38,38
Canto V,9,44,1592,Triste ventura e negro fado os chama,39,36
Canto V,9,44,1592,"Neste terreno meu, que, duro e irado,",40,37
Canto V,9,44,1592,"Os deixará dum cru naufrágio vivos,",41,35
Canto V,9,44,1592,Pera verem trabalhos excessivos.,42,32
Canto V,9,44,1592,"«Verão morrer com fome os filhos caros,",43,39
Canto V,9,44,1592,Em tanto amor gerados e nacidos;,44,32
Canto V,10,45,1659,"Verão os Cafres, ásperos e avaros,",1,34
Canto V,10,45,1659,Tirar à linda dama seus vestidos;,2,33
Canto V,10,45,1659,Os cristalinos membros e perclaros,3,34
Canto V,10,45,1659,"À calma, ao frio, ao ar, verão despidos,",4,40
Canto V,10,45,1659,"Despois de ter pisada, longamente,",5,34
Canto V,10,45,1659,Cos delicados pés a areia ardente.,6,34
Canto V,10,45,1659,«E verão mais os olhos que escaparem,7,36
Canto V,10,45,1659,"De tanto mal, de tanta desventura,",8,34
Canto V,10,45,1659,Os dous amantes míseros ficarem,9,31
Canto V,10,45,1659,"Na férvida, implacábil espessura.",10,33
Canto V,10,45,1659,"Ali, despois que as pedras abrandarem",11,37
Canto V,10,45,1659,"Com lágrimas de dor, de mágoa pura,",12,35
Canto V,10,45,1659,"Abraçados, as almas soltarão",13,28
Canto V,10,45,1659,Da fermosa e misérrima prisão.»,14,31
Canto V,10,45,1659,"«Mais ia por diante o monstro horrendo,",15,39
Canto V,10,45,1659,"Dizendo nossos Fados, quando, alçado,",16,37
Canto V,10,45,1659,Lhe disse eu: - «Quem és tu? Que esse estupendo,17,47
Canto V,10,45,1659,"Corpo, certo me tem maravilhado!»",18,33
Canto V,10,45,1659,A boca e os olhos negros retorcendo,19,35
Canto V,10,45,1659,"E dando um espantoso e grande brado,",20,36
Canto V,10,45,1659,"Me respondeu, com voz pesada e amara,",21,37
Canto V,10,45,1659,Como quem da pergunta lhe pesara:,22,33
Canto V,10,45,1659,«Eu sou aquele oculto e grande Cabo,23,35
Canto V,10,45,1659,"A quem chamais vós outros Tormentório,",24,38
Canto V,10,45,1659,"Que nunca a Ptolomeu, Pompónio, Estrabo,",25,40
Canto V,10,45,1659,Plinio e quantos passaram fui notório.,26,38
Canto V,10,45,1659,Aqui toda a Africana costa acabo,27,32
Canto V,10,45,1659,"Neste meu nunca visto Promontório,",28,34
Canto V,10,45,1659,"Que pera o Pólo Antártico se estende,",29,37
Canto V,10,45,1659,A quem vossa ousadia tanto ofende.,30,34
Canto V,10,45,1659,"«Fui dos filhos aspérrimos da Terra,",31,36
Canto V,10,45,1659,"Qual Encélado, Egeu e o Centimano;",32,34
Canto V,10,45,1659,"Chamei-me Adamastor, e fui na guerra",33,36
Canto V,10,45,1659,Contra o que vibra os raios de Vulcano;,34,39
Canto V,10,45,1659,"Não que pusesse serra sobre serra,",35,34
Canto V,10,45,1659,"Mas, conquistando as ondas do Oceano,",36,37
Canto V,10,45,1659,"Fui capitão do mar, por onde andava",37,35
Canto V,10,45,1659,"A armada de Neptuno, que eu buscava.",38,36
Canto V,10,45,1659,«Amores da alta esposa de Peleu,39,31
Canto V,10,45,1659,Me fizeram tomar tamanha empresa;,40,33
Canto V,10,45,1659,"Todas as Deusas desprezei do Céu,",41,33
Canto V,10,45,1659,Só por amar das águas a Princesa.,42,33
Canto V,10,45,1659,"Um dia a vi, co as filhas de Nereu,",43,35
Canto V,10,45,1659,Sair nua na praia e logo presa,44,30
Canto V,10,45,1659,A vontade senti de tal maneira,45,30
Canto V,11,44,1639,Que inda não sinto cousa que mais queira.,1,41
Canto V,11,44,1639,"«Como fosse impossíbil alcançá-la,",2,34
Canto V,11,44,1639,"Pola grandeza feia de meu gesto,",3,32
